FullName,NOM,PRENOM,ADRESSE,CODE_POSTAL,LOCALITE,GOUVERNORAT,SPECIALITE,CATEGORIE_PRESTATAIRE,APC,NameAr,Delegations_Name,Delegations_NameAr,Delegations_Value,Delegations_Latitude,Delegations_Longitude
MAROUANE THAALBI,THAALBI,MAROUANE,ROUTE DE LA PLAGE APPT N°01,8013,EL MAAMOURA,NABEUL,OPHTALMOLOGIE,CABINET DE CHIRURGIE DENTAIRE,NON,الكاف,BENI KHIAR (El Maamoura),بني خيار (المعمورة),BENI KHIAR,36.45,10.7833
MAISSA RAACH,RAACH,MAISSA,IMMEUBLE SAIDI  APP  N°4  AVENUE HABIB BOURGUIBA,7000,BIZERTE,BIZERTE,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,سوسة,BIZERTE NORD (Bizerte),بنزرت الشمالية (بنزرت),BIZERTE NORD,37.2744,9.8739
MEFTAH RGUEZ,RGUEZ,MEFTAH,"28, RUE CHARLES DE GAULLE",1000,TUNIS RP (VILLE),TUNIS,PHARMACIEN D'OFFICINE DE JOUR,CABINET DE KINESITHERAPIE,NON,بنزرت,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
AMENE HOCHLAF GHORBAL,HOCHLAF GHORBAL,AMENE,14 RUE DR MOREAU IMM ESSAIES,4000,SOUSSE MEDINA,SOUSSE,MEDECIN DENTISTE,OFFICINE DE JOUR,NON,سيدي بوزيد,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
SOLTANA MESSAOUD,MESSAOUD,SOLTANA,RTE GREMDA  AV. CARTHAGE  IMM IBN ZOHR  RC,3027,SFAX JADIDA,SFAX,MEDECINE GENERALE,CABINET DE KINESITHERAPIE,NON,المهدية,SFAX VILLE (Sfax El Jadida),صفاقس المدينة (صفاقس الجديدة),SFAX VILLE,34.7406,10.76
MED HACHEMI BELAAJOUZA,BELAAJOUZA,MED HACHEMI,AV DE LA REPUBLIQUE,5111,MAHDIA HIBOUN,MAHDIA,ENDOCRINOLOGIE,APC,APC,توزر,MAHDIA (Cite Des Infirmiers),المهدية (حي الممرضين),MAHDIA,35.5044,11.0567
MOHAMED SASSI TITOVA,TITOVA,MOHAMED SASSI,"""Medica Center"" 2eme étage Cabinet C4 119, Av de l'Ere Nouvelle 2037 Ennasr II",2037,EL MENZAH 7 - ENNASR II,ARIANA,PHARMACIEN D'OFFICINE DE NUIT,CABINET DE RADIOLOGIE,NON,بن عروس,ARIANA VILLE (Centre Commercial Ikram),أريانة المدينة (المركب التجاري إكرام),ARIANA VILLE,36.8653,10.1682
BOURANE CHLAGHMIA,CHLAGHMIA,BOURANE,RUE TELEMCEN,3100,KAIROUAN,KAIROUAN,RADIOLOGIE (DIAGNOSTIC),CABINET MEDICAL INDIVIDUEL,NON,مدنين,KAIROUAN SUD (Cite El Moez),القيروان الجنوبية (حي المعز),KAIROUAN SUD,35.6772,10.098
TAHA YASSINE ATALLAH,ATALLAH,TAHA YASSINE,FSI BIZERTE,7000,BIZERTE,BIZERTE,MEDECIN DENTISTE,LABORATOIRE D'ANALYSES,NON,الكاف,BIZERTE NORD (Bizerte),بنزرت الشمالية (بنزرت),BIZERTE NORD,37.2744,9.8739
DHIKRA MLAOUAH,MLAOUAH,DHIKRA,CLINIQUE EL FATIMIDE  RUE TAIEB MHIRI,5100,MAHDIA,MAHDIA,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,باجة,MAHDIA (Cite Afh),المهدية (حي الوكالة العقارية للسكنى),MAHDIA,35.5044,11.0567
MOHAMED BECHIR LAALAI,LAALAI,MOHAMED BECHIR,ROUTE DE NABEUL,8022,BELLI,NABEUL,PHARMACIEN D'OFFICINE DE JOUR,OFFICINE DE JOUR,NON,أريانة,BOU ARGOUB (Belli),بوعرقوب (بلي),BOU ARGOUB,36.55,10.55
BASSEM GUEDRIB,GUEDRIB,BASSEM,AVENUE DE L'ERE NOUVELLE RESIDENCE LES EMERAUDES APP B1 RCD -ENNASR I-,2037,EL MENZAH 7 - ENNASR II,ARIANA,MEDECIN DENTISTE,CABINET DE KINESITHERAPIE,NON,توزر,ARIANA VILLE (Centre Commercial Ikram),أريانة المدينة (المركب التجاري إكرام),ARIANA VILLE,36.8653,10.1682
WISSAL SOUEI KILANI,SOUEI KILANI,WISSAL,CENTRE MARSA MEDICAL 2éme étage Bureau N°9-9BIS AV.ALI BELAHOUENE,2078,MARSA SAF SAF,TUNIS,MEDECINE GENERALE,CABINET DE CHIRURGIE DENTAIRE,NON,بنزرت,LA MARSA (Cite Afh),المرسى (حي الوكالة العقارية للسكنى),LA MARSA,36.8775,10.3275
AMINE BECHIR ANTIR,ANTIR,AMINE BECHIR,RTE AIEN KM 5 IMM TIBA MEZANINE,3042,EL AIN,SFAX,PHYSIOTHERAPIE,OFFICINE DE JOUR,NON,الكاف,SFAX SUD (El Ain),صفاقس الجنوبية (العين),SFAX SUD,34.7406,10.76
BASSEM RADHOUANI,RADHOUANI,BASSEM,MAGHREB MEDICAL RUE DU ROI ABDELAZIZ AL SAOUD N°3 -EL MANAR 3,2092," EL MANAR (I, II, III)",TUNIS,CHIRURGIE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,تونس,EL MENZAH (Cite Des Medecins),المنزه (حي الأطباء),EL MENZAH,36.8528,10.1703
HAYFA NEDRA,NEDRA,HAYFA,RUE IBN EL JAZZAR SOUSSE,4000,SOUSSE MEDINA,SOUSSE,GASTRO-ENTEROLOGIE,OFFICINE DE JOUR,NON,قبلي,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
KAHIA OUNISSA,OUNISSA,KAHIA,IMMEUBLE GAHBICHE 2 EME ETAGE APP N 1 RTE DE TUNIS,4051,SOUSSE KHEZAMA,SOUSSE,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,قبلي,SOUSSE JAOUHARA (Cite De La Steg),سوسة جوهرة (حي الشركة التونسية للكهرباء والغاز),SOUSSE JAOUHARA,35.8269,10.63
RAFIA ben doudou,ben doudou,RAFIA,RESIDENCE LES JASMINS BLOC F 2ème ETAGE APP. 9,2092," EL MANAR (I, II, III)",TUNIS,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,توزر,EL MENZAH (Cite Des Medecins),المنزه (حي الأطباء),EL MENZAH,36.8528,10.1703
KHADHRA BEN HAJ KHALIFA,BEN HAJ KHALIFA,KHADHRA,AVENUE HASSEN BORJI,5020,JEMMAL,MONASTIR,NEUROLOGIE,CENTRE MEDICO-SOCIAL DES COMMINICATIONS,NON,صفاقس,JEMMAL (Cite Commerciale 1),جمال (الحي التجاري 1),JEMMAL,35.6,10.75
Mohamed Belhassen ABDERRAOUF,ABDERRAOUF,Mohamed Belhassen,DELTA MEDICALE AVENUE HABIB CHATTI EL MANAR 1,2092," EL MANAR (I, II, III)",TUNIS,NEPHROLOGIE,OFFICINE DE JOUR,NON,نابل,EL MENZAH (Cite Des Medecins),المنزه (حي الأطباء),EL MENZAH,36.8528,10.1703
montadhar ZOUHIR,ZOUHIR,montadhar,PLACE D ENVIRENNEMENT CITE 18 JANVIER ETTADHAMEN,2041,CITE ETTADHAMEN,ARIANA,CHIRURGIE GENERALE,APC,APC,قبلي,ETTADHAMEN (Cite 18 Janvier),التضامن (حي 18 جانفي),ETTADHAMEN,36.8387,10.102
MOHSEN B'CHIR,B'CHIR,MOHSEN,CHU FARHAT HACHED SCE MEDECINE INTERNE,4000,SOUSSE MEDINA,SOUSSE,DERMATOLOGIE,CABINET DE KINESITHERAPIE,NON,مدنين,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
HELA DHIA HECHICHE,HECHICHE,HELA DHIA,56 AV ENUE DE LA REPUBLIQUE,9000,BEJà VILLE,BEJA,PHARMACIEN D'OFFICINE DE JOUR,CABINET DE KINESITHERAPIE,NON,بن عروس,BEJA NORD (Cite Pont Trageon),باجة الشمالية (حي جسر طراجيون),BEJA NORD,36.7256,9.1817
NOAMEN BEN ABDERRAHIM,BEN ABDERRAHIM,NOAMEN,AVENUE IMEM SAHNOUN,3121,CHEBIKA,KAIROUAN,MEDECIN DENTISTE,OFFICINE DE JOUR,NON,منوبة,CHEBIKA (Sidi Abdallah  Belhaj),الشبيكة (سيدي عبد الله بالحاج),CHEBIKA,35.5992,9.8178
HADHBA LASMAR,LASMAR,HADHBA,IMMEUBLE BEN JEMIAA 2 EME ETAGE APP A2 AVENUE DE LINDEPENDANCE DENDEN,2011,DEN DEN,MANOUBA,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,باجة,MANNOUBA (Denden),منوبة (الدندان),MANNOUBA,36.8097,10.0928
MOUHANED MOSLAH,MOSLAH,MOUHANED,RES LES JASMINS BLOC D APP 9,2092," EL MANAR (I, II, III)",TUNIS,MEDECIN DENTISTE,APC,APC,المنستير,EL MENZAH (Cite Des Medecins),المنزه (حي الأطباء),EL MENZAH,36.8528,10.1703
FARIHA BEN ARIF,BEN ARIF,FARIHA,RTE GREMDA KM 7.5,3012,MERKEZ SAHNOUN,SFAX,MEDECINE INTERNE,CABINET DE CHIRURGIE DENTAIRE,NON,نابل,SFAX SUD (Merkez Sahnoun),صفاقس الجنوبية (مركز سحنون),SFAX SUD,34.7406,10.76
BEN GHOZZIA MEHDIOUI,MEHDIOUI,BEN GHOZZIA,AVENUE IBN SINA IMM NOUREDDINE APP B 2.13,5000,MONASTIR,MONASTIR,GASTRO-ENTEROLOGIE,CENTRE D'IMAGERIE MEDICALE,NON,المهدية,MONASTIR (Monastir),المنستير (المنستير),MONASTIR,35.7644,10.8
WAFKI BEN MESMIA,BEN MESMIA,WAFKI,Rue Aboubakr el Razzi,7070,RAS JEBEL,BIZERTE,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,قبلي,RAS JEBEL (Cite Ain Charchara),رأس الجبل (حي عين شرشارة),RAS JEBEL,37.213,10.124
MONDHER BEN KAHLA,BEN KAHLA,MONDHER,"23,RUE Ahmes Amine",1005,TUNIS EL OMRANE,TUNIS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,EL OMRANE (Bir Atig),العمران (بئر عتيق),EL OMRANE,36.8167,10.1667
SALAH BEN   GHACHEM,BEN   GHACHEM,SALAH,RESIDENCE AJMEL KOUROUM 1ER ETAGE APP A03 RUE 14 JANVIER,1135,NAASSEN,BEN AROUS,ORTHOPEDIE DENTO FACIALE,CABINET MEDICAL INDIVIDUEL,NON,قابس,FOUCHANA (Chebedda),فوشانة (شبادة),FOUCHANA,36.7098,10.1693
BEN SOLTANE SALMENE,SALMENE,BEN SOLTANE,RESIDENCE AZIZ BLOC A  APP.12 1er ETAGE,2045,CITE M'HIRI,TUNIS,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,صفاقس,LA MARSA (Cite El Mhiri),المرسى (حي المهيري),LA MARSA,36.8775,10.3275
OUSEMA BATTIKH,BATTIKH,OUSEMA,"67,  AV.  H.  BOURGUIBA",8110,TABARKA,JENDOUBA,PHYSIOTHERAPIE,CABINET DE CHIRURGIE DENTAIRE,NON,زغوان,TABARKA (Ain Essnoussi),طبرقة (عين السنوسي),TABARKA,36.9,8.8
TEYEB GARA,GARA,TEYEB,03    RUE D'ALGER,8100,JENDOUBA,JENDOUBA,GASTRO-ENTEROLOGIE,CABINET DE CHIRURGIE DENTAIRE,NON,قبلي,JENDOUBA (Ain El Khararib),جندوبة (عين الخراريب),JENDOUBA,36.5015,8.7805
FIRDAOUS CHOUAT,CHOUAT,FIRDAOUS,AVENUE 7 NOVEMBRE ROUTE DE GABES,4200,KEBILI,KEBILI,CHIRURGIE PLASTIQUE & REPARATRICE,PHARMACIE CENTRALE,NON,قفصة,KEBILI SUD (Beni Mhamed),قبلي الجنوبية (بني محمد),KEBILI SUD,33.7031,8.9692
MED NACEUR HARIZ,HARIZ,MED NACEUR,10 RUE MUSTAPHA MBAREK,1000,TUNIS RP (VILLE),TUNIS,RADIOLOGIE (DIAGNOSTIC),CABINET MEDICAL INDIVIDUEL,NON,القصرين,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
ISMAHENE MEZIGH,MEZIGH,ISMAHENE,CLINIQUE TAOUFIK ROUTE X-X4,1002,TUNIS BELVEDERE,TUNIS,GASTRO-ENTEROLOGIE,MINISTERE DE L'INTERIEUR,NON,مدنين,BAB BHAR (Hedi Chaker),باب بحر (الهادي شاكر),BAB BHAR,36.7981,10.1803
SHADHA DOUGHAN,DOUGHAN,SHADHA,"AV, HABIB BOURGUIBA"" BARDO CENTRE"" BLOC 10 APT 3",2000,BARDO,TUNIS,PSYCHIATRIE,CABINET MEDICAL INDIVIDUEL,NON,سوسة,EL OMRANE (Ras Tabia),العمران (رأس الطابية),EL OMRANE,36.8167,10.1667
KHADHRA CHAMMEM,CHAMMEM,KHADHRA,Bureau A2 ; 1er étage centre D-R Place du 13 Janvier 1952,7000,BIZERTE,BIZERTE,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,باجة,BIZERTE NORD (Bizerte),بنزرت الشمالية (بنزرت),BIZERTE NORD,37.2744,9.8739
belhadj rhouma NASR ZAAFRANE,NASR ZAAFRANE,belhadj rhouma,"46  ,   RUE TAIEB MHIRI",8100,JENDOUBA,JENDOUBA,OPHTALMOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,أريانة,JENDOUBA (Ain El Khararib),جندوبة (عين الخراريب),JENDOUBA,36.5015,8.7805
BADRIA GHNAYNIYA,GHNAYNIYA,BADRIA,SALTNIA KM 4 IMM. YESMIN APP. 404 ETAGE 4,3081,ESSALTANIA,SFAX,MEDECIN DENTISTE,OFFICINE DE JOUR,NON,نابل,SAKIET EDDAIER (Cite El Mallek),ساقية الدائر (حي المالك),SAKIET EDDAIER,34.7956,10.7767
FOUED RIDHA JDEY,JDEY,FOUED RIDHA,RTE GREMDA KM 11 MKZ BOUKHDHIR IMM BOUDABBOUS BUREAU N 4,3074,AOUABED,SFAX,PHARMACIEN D'OFFICINE DE JOUR,OFFICINE DE NUIT,NON,مدنين,SFAX SUD (El Aouabed),صفاقس الجنوبية (العوابد),SFAX SUD,34.7406,10.76
CHADHA MAAMMER,MAAMMER,CHADHA,BARDO  CENTRE   BLOC  1   N   4,2000,BARDO,TUNIS,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,الكاف,EL OMRANE (Ras Tabia),العمران (رأس الطابية),EL OMRANE,36.8167,10.1667
ZAKI BALHOUANE,BALHOUANE,ZAKI,44 AV HEDI CHAKER,1002,TUNIS BELVEDERE,TUNIS,MEDECINE GENERALE,CABINET DE CHIRURGIE DENTAIRE,NON,تطاوين,BAB BHAR (Hedi Chaker),باب بحر (الهادي شاكر),BAB BHAR,36.7981,10.1803
MKAWAR ROUABEH,ROUABEH,MKAWAR,RSD LAGUNA SQUARE B2,1053,LES BERGES DU LAC,TUNIS,GYNECOLOGIE-OBSTETRIQUE,OFFICINE DE JOUR,NON,نابل,LA MARSA (Berge Du Lac),المرسى (ضفاف البحيرة),LA MARSA,36.8775,10.3275
MUSTPHA SAKRI,SAKRI,MUSTPHA,AV. HABIB  BOURGUIBA IMM LINDA,3060,MAHARES,SFAX,BIOLOGIE CLINIQUE,CABINET MEDICAL INDIVIDUEL,NON,منوبة,MAHRAS (Belhouchette),المحرس (بلحوشات),MAHRAS,34.5292,10.5053
MONDHER DALHOUMI,DALHOUMI,MONDHER,AVENUE DE L'INDEPENDANCE AZIZ CENTRE BUREAU N° 105 1er ETAGE,7050,MENZEL BOURGUIBA,BIZERTE,PHARMACIEN D'OFFICINE DE NUIT,CABINET MEDICAL INDIVIDUEL,NON,منوبة,MATEUR (Henchir El Berna),ماطر (هنشير البرنة),MATEUR,37.0255,9.6503
FERYEL AWASSIA,AWASSIA,FERYEL,53 AV. HATEB IBN ABI BALTAA .CITE ERRIADH,4023,SOUSSE RIADH,SOUSSE,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,تطاوين,SOUSSE RIADH (Sousse Riadh),سوسة الرياض (سوسة الرياض),SOUSSE RIADH,35.8269,10.63
SOBHI BOUKHOBZA,BOUKHOBZA,SOBHI,AVENUE LEOPOLD SENGHOR IMM SELTENE 2EME ETAGE,4000,SOUSSE MEDINA,SOUSSE,PHYSIOTHERAPIE,CABINET DE KINESITHERAPIE,NON,سوسة,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
CHEDHLY GARBAA,GARBAA,CHEDHLY,IMMEUBLE AVICENNE RUE IBN AL AGHLAB N°205,3100,KAIROUAN,KAIROUAN,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,صفاقس,KAIROUAN SUD (Cite El Moez),القيروان الجنوبية (حي المعز),KAIROUAN SUD,35.6772,10.098
SAIDANE DAASI,DAASI,SAIDANE,26 RUE EL AHRAM ASSALA,2100,GAFSA,GAFSA,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,تطاوين,GAFSA SUD (Cite Bayech),قفصة الجنوبية (حي البياش),GAFSA SUD,34.415,8.78
SEDKI ZAALANI,ZAALANI,SEDKI,44 AV HABIB BOURGUIBA CENTRE MEDICAL ENNAKHI 2EME ETAGE,8100,JENDOUBA,JENDOUBA,MEDECINE GENERALE,APC,APC,نابل,JENDOUBA (Ain El Khararib),جندوبة (عين الخراريب),JENDOUBA,36.5015,8.7805
BEN ABDINE EL MOUFTI OUAGHLANI,OUAGHLANI,BEN ABDINE EL MOUFTI,NORD HILTON RUE MICIPSA BLOC E 1 APPT.N°3,1082,CITE MAHRAJENE,TUNIS,CHIRURGIE ORTHOPEDIQUE,CABINET DE CHIRURGIE DENTAIRE,NON,المنستير,EL MENZAH (Cite Caravelles),المنزه (حي كارافال),EL MENZAH,36.8528,10.1703
MEFTAH EL GRITLI,EL GRITLI,MEFTAH,33 RUE DE GAFSA IMM LADHIB 2ème ETAGE N°4,8000,NABEUL,NABEUL,RHUMATOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,منوبة,NABEUL (Ain Kemicha),نابل (عين كميشة),NABEUL,36.4561,10.7358
EL FAROUK ATTIG,ATTIG,EL FAROUK,23 AV MONJI SLIM,6000,GABES VILLE,GABES,RADIOLOGIE (DIAGNOSTIC),CABINET MEDICAL INDIVIDUEL,NON,تطاوين,GABES MEDINA (Cite Ben Kilani),قابس المدينة (حي بن كيلاني),GABES MEDINA,33.8815,10.0982
BRAHIM B NASR,B NASR,BRAHIM,RUE HAFFOUZ IMM. INTILAKA 1 ESC A2 1ERE ETAGE N°2,3000,SFAX B DIWAN,SFAX,DERMATOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,قفصة,SFAX VILLE (Ain Charfi),صفاقس المدينة (عين الشرفي),SFAX VILLE,34.7406,10.76
HAFAOUA FAKRAOUI,FAKRAOUI,HAFAOUA,"""RESIDENCE PYRAMIDES"" BLOC E LOCAL 177 EL MENZAH 5",2037,EL MENZAH 7 - ENNASR II,ARIANA,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,القيروان,ARIANA VILLE (Centre Commercial Ikram),أريانة المدينة (المركب التجاري إكرام),ARIANA VILLE,36.8653,10.1682
NAOUFEL MAATKI,MAATKI,NAOUFEL,2 RUE LYCEE TECHNIQUE  NOUVELLE  ARIANA,2080,ARIANA MEDINA,ARIANA,CHIRURGIE GENERALE,CABINET DE KINESITHERAPIE,NON,زغوان,ARIANA VILLE (Ariana),أريانة المدينة (أريانة),ARIANA VILLE,36.861327,10.19168
BEL HADJALI abrougui,abrougui,BEL HADJALI,31 AVENUE FARHAT HACHED,6041,CHENINI-GABES,GABES,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,الكاف,GABES OUEST (Barguia),قابس الغربية (برقية),GABES OUEST,33.895,10.02
CYRIL HERCHI,HERCHI,CYRIL,AV HABIB THAMEUR IMM EL MANAR ESC A,3000,SFAX B DIWAN,SFAX,BIOLOGIE CLINIQUE,CABINET DE KINESITHERAPIE,NON,القصرين,SFAX VILLE (Ain Charfi),صفاقس المدينة (عين الشرفي),SFAX VILLE,34.7406,10.76
MUSTAPHA KAMEL ROUISSI,ROUISSI,MUSTAPHA KAMEL,RUE ABELHAMID SAKKA CITE ETTAAMIR,4000,SOUSSE MEDINA,SOUSSE,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
SELIMA EL ABED,EL ABED,SELIMA,AV TAIEB MHERI  IMM  PRESTIGE APP N B22,5100,MAHDIA,MAHDIA,MEDECINE GENERALE,OFFICINE DE JOUR,NON,توزر,MAHDIA (Cite Afh),المهدية (حي الوكالة العقارية للسكنى),MAHDIA,35.5044,11.0567
BEN MOHAMED METTIJI,METTIJI,BEN MOHAMED,09 BIS AVENUE FARHAT HACHED APP 04,2013,BEN AROUS EST,BEN AROUS,MEDECINE GENERALE,APC,APC,قفصة,BEN AROUS (Ben Arous),بن عروس (بن عروس),BEN AROUS,36.7539,10.2276
AYADI BEN HAMADA,BEN HAMADA,AYADI,25 RUE 7145,2092," EL MANAR (I, II, III)",TUNIS,MEDECIN DENTISTE,LABORATOIRE D'ANALYSES,NON,توزر,EL MENZAH (Cite Des Medecins),المنزه (حي الأطباء),EL MENZAH,36.8528,10.1703
HAMADI EL  EUCH,EL  EUCH,HAMADI,PLACE DU 7 NOVEMBRE RESIDENCE ESSALEM B4,1164,HAMMAM CHATT,BEN AROUS,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,منوبة,HAMMAM CHATT (Hammam Chatt),حمام الشط (حمام الشط),HAMMAM CHATT,36.7036,10.3625
MEHREZ EL NAKDI BEN ABDALLAH EP FRIKHA,BEN ABDALLAH EP FRIKHA,MEHREZ EL NAKDI,IMM DE L'HORLOGE 2eme ETAGE APPT 204,7000,BIZERTE,BIZERTE,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,تونس,BIZERTE NORD (Bizerte),بنزرت الشمالية (بنزرت),BIZERTE NORD,37.2744,9.8739
ALLEM ZEMZARI,ZEMZARI,ALLEM,AVENUE SALAH BEN YOUSSEF,4116,DJERBA MIDOUN,MEDENINE,OPHTALMOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,الكاف,MIDOUN (Aghir),ميدون (أغير),MIDOUN,33.8042,10.9725
FRANCK RABIA,RABIA,FRANCK,AVENUE EL FATH N°20 BIS CITE RIADH,4023,SOUSSE RIADH,SOUSSE,DERMATOLOGIE,CABINET DE CHIRURGIE DENTAIRE,NON,جندوبة,SOUSSE RIADH (Sousse Riadh),سوسة الرياض (سوسة الرياض),SOUSSE RIADH,35.8269,10.63
RAZIKA BEN MAAOUIA,BEN MAAOUIA,RAZIKA,10 ROUTE SFAX KSOUR ESSAF MAHDIA,5180,KSOUR ESSAF,MAHDIA,GASTRO-ENTEROLOGIE,CABINET MEDICAL INDIVIDUEL,NON,سيدي بوزيد,KSOUR ESSAF (Cite Commerciale),قصور الساف (الحي التجاري),KSOUR ESSAF,35.435,10.9883
MOHAMED SOFIAN CHAOUACHI,CHAOUACHI,MOHAMED SOFIAN,CENTRE MAGHREB MEDICAL RUE DU ROI ABDELAZIZ AL SAOUD,2092," EL MANAR (I, II, III)",TUNIS,STOMATOLOGIE ET CHIRURGIE MAXILLO-FACIALE,OFFICINE DE JOUR,NON,الكاف,EL MENZAH (Cite Des Medecins),المنزه (حي الأطباء),EL MENZAH,36.8528,10.1703
ISMAIL FATHI YAZID ZEAITER,ZEAITER,ISMAIL FATHI YAZID,"72, RUE EL NASSIM - RADES PLAGE",2040,RADèS VILLE,BEN AROUS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,قبلي,RADES (Chouchet Rades),رادس (شوشة رادس),RADES,36.805,10.295
MOHAMED BAHRI BALBOUL,BALBOUL,MOHAMED BAHRI,11 AVENUE MONGI SLIM IMM. KILANI,6000,GABES VILLE,GABES,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,المهدية,GABES MEDINA (Cite Ben Kilani),قابس المدينة (حي بن كيلاني),GABES MEDINA,33.8815,10.0982
MOHAMED KHALDOUN BOULBABA,BOULBABA,MOHAMED KHALDOUN,ROUTE MENZEL CHAKER KM 6 MERKEZ CHAABOUNI DEVANT LA MOSQUEE EL HAMD,3013,MERKEZ KASSAS,SFAX,MEDECIN DENTISTE,CABINET DE KINESITHERAPIE,NON,القصرين,SFAX SUD (Cite 2000),صفاقس الجنوبية (حي 2000),SFAX SUD,34.7406,10.76
MOHAMED FATHI BEN MENAA,BEN MENAA,MOHAMED FATHI,AVENUE IBN KHALDOUNE RUE KENDA,5080,TEBOULBA,MONASTIR,CHIRURGIE ORTHOPEDIQUE,CABINET MEDICAL INDIVIDUEL,NON,منوبة,TEBOULBA (Cite Bou Drisse),طبلبة (حي بودريس),TEBOULBA,35.6425,10.9614
AHMED YASSINE AMROUCH EP JALLOULI,AMROUCH EP JALLOULI,AHMED YASSINE, centre urbain nord imm le cercle des br bloc b 06 eme etage,1082,CITE MAHRAJENE,TUNIS,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,المنستير,EL MENZAH (Cite Caravelles),المنزه (حي كارافال),EL MENZAH,36.8528,10.1703
BEN GHOZZIA BHOURI,BHOURI,BEN GHOZZIA,Centre Médical Enebras bureau A1 Ave Salah Ben Youssef,4180,DJERBA HOUMET SOUK,MEDENINE,OPHTALMOLOGIE,OFFICINE DE JOUR,NON,مدنين,HOUMET ESSOUK (Bazim),حومة السوق (بازيم),HOUMET ESSOUK,33.8814,10.85
JEDIDI AMINE TLICH,TLICH,JEDIDI AMINE,RUE 18 JANVIER IMMEUBLE NADA,9000,BEJà VILLE,BEJA,MEDECIN DENTISTE,MINISTERE DE L'INTERIEUR,NON,جندوبة,BEJA NORD (Cite Pont Trageon),باجة الشمالية (حي جسر طراجيون),BEJA NORD,36.7256,9.1817
OLFA BEN AMOR EP GUERDBOU,BEN AMOR EP GUERDBOU,OLFA,5 AVENUE HABIB BOUGATFA,1124,JEDAIDA,MANOUBA,MEDECIN DENTISTE,CABINET MEDICAL DE GROUPE,NON,مدنين,JEDAIDA (Cite El Hidaya),الجديدة (حي الهداية),JEDAIDA,36.85,9.9167
FAYCEL ELAABIDI,ELAABIDI,FAYCEL,48 BIS AV OTHMENE IBN AFFENE,2037,EL MENZAH 7 - ENNASR II,ARIANA,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,المهدية,ARIANA VILLE (Centre Commercial Ikram),أريانة المدينة (المركب التجاري إكرام),ARIANA VILLE,36.8653,10.1682
INTISSAR SOUAYAH,SOUAYAH,INTISSAR,RTE GREMDA KM 3.5,3062,SIDI ABBèS,SFAX,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,SFAX SUD (Sidi Abbes),صفاقس الجنوبية (سيدي عباس),SFAX SUD,34.7406,10.76
M'BAREK LAZRAK,LAZRAK,M'BAREK,"22, RUE EL JAZIRA",1000,TUNIS RP (VILLE),TUNIS,DERMATOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,القيروان,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
